a_id,a_text,a_q_id,MB,MB15,JM,SL,num_annotators,num_ratings,num_ratings-1,maxvotes,random,True Label
R_2VJynlymnbSy3Ys_q2_b,To determine whether or not a person has a good ear for music is all up to opinion.,q2_b,0,0,,,2,1,0,2,0,0
R_2VJynlymnbSy3Ys_q2_a,"I do not think that statistical inference should be used to determine whether Carla has a ""good ear for music"" because having a ""good ear for music"" can mean more than one thing and not just being able to tell whether or not they can identify the notes when they hear music.",q2_a,0,0,,,2,1,0,2,0,0
R_2V86lawt5s0tn9m_q4_b,"I would see who catches longer fish by taking each of their average lengths and comparing them. If one is bigger than we can conclude, by these standards that person is the better fisherman.",q4_b,1,,,1,2,1,0,2,0,1
R_2V86lawt5s0tn9m_q4_a,"Yes, it can be used here because they are comparing the average length of their fish.",q4_a,2,,,2,2,1,0,2,0,2
R_2V86lawt5s0tn9m_q3_b,"I would see if the data shows that there are more than 5% of broken screens in the population. If there are I would reject that batch, if not the company has to accept it.",q3_b,2,,,2,2,1,0,2,0,2
R_2V86lawt5s0tn9m_q3_a,I think it should not be used here since there are 150 screens at stake. I believe an exact number and percent should be deducted.,q3_a,1,,,1,2,1,0,2,0,1
R_2V86lawt5s0tn9m_q2_b,Assuming that the identification of a note means that Carla hears that note and does not just guess we can conclude that more right answers mean that Carla is good at identifying notes.  / We are also assuming that the ability to identify notes means she has a good ear for music. If Carla has more rights than wrongs we can conclude that she in fact does have a good ear for music.,q2_b,1,,,1,2,1,0,2,0,1
R_2V86lawt5s0tn9m_q2_a,"I think that statistical inference can be used in this example. If you get Carla's scores from her test and assume that the right answers mean she heard the note correctly, we can assume that a lot of right answers means that Carla has a good ear for music.",q2_a,2,,,2,2,1,0,2,0,2
R_2upJ7ZDfjs4ypTN_q4_b,see who has a higher average,q4_b,,,1,0,2,2,1,1,1,0
R_2upJ7ZDfjs4ypTN_q4_a,"yes, assumptions and conditions are met",q4_a,,,1,1,2,1,0,2,0,1
R_2upJ7ZDfjs4ypTN_q3_b,"preform a t test. if the p value is less than .05 reject the null, of it is greater, fail to reject the null hypothesis",q3_b,,,0,0,2,1,0,2,0,0
R_2upJ7ZDfjs4ypTN_q3_a,"yes, assumptions and conditions are met",q3_a,,,0,0,2,1,0,2,0,0
R_2upJ7ZDfjs4ypTN_q2_b,Record the proportion of correctly identified notes of students. Then preform a t test,q2_b,,,1,1,2,1,0,2,0,1
R_2upJ7ZDfjs4ypTN_q2_a,"Yes, if the amount of times she correctly identifies the right notes is counted and recorded you can use statistical inference",q2_a,,,2,2,2,1,0,2,0,2
R_2uBW6nZaysuK1oA_q4_b,You would have to first find out the average length of the fish in each of the two areas where Mark and Dan were fishing. Then find the mean length of the fishes for each Mark and Dan. You can compare the known mean to the experimental mean for Mark and then for Dan to see whose fishes on average were larger than the known average fish length.,q4_b,,1,1,,2,1,0,2,0,1
R_2uBW6nZaysuK1oA_q4_a,"No. Statistical inference would not be appropriate because since they are in different locations, one area may have more fish in it than the other. There are too many variables in this scenario to determine who is the better fisherman.",q4_a,,0,0,,2,1,0,2,0,0
R_2uBW6nZaysuK1oA_q3_b,Simply count the number of bad screens and see if the fraction of bad screens is greater or less than five percent to determine if the company should accept or reject the order.,q3_b,,2,2,,2,1,0,2,0,2
R_2uBW6nZaysuK1oA_q3_a,No do not use statistical inference. There is no reason to because this is a simple problem with no need for any significance testing of any kind.,q3_a,,2,1,,2,2,1,1,1,2
R_2uBW6nZaysuK1oA_q2_b,"You look at the probability of correct response by looking at the fraction of correct responses over total number of trials. Then use a z test to determine if she has a good ear for music. set p knot to 0 (probability under the null hypothesis) and solve for z. Then compare that z to z star (1.96 at alpha equals .05) to see if you can reject the null hypothesis. If you can reject, Carla has a good ear for music.",q2_b,,2,2,,2,1,0,2,0,2
R_2uBW6nZaysuK1oA_q2_a,You can use statistical inference. You would record the number of correct responses over a series of trials.,q2_a,,2,2,,2,1,0,2,0,2
R_2UabC33P8MvfyPu_q4_b,by the amount of fish captured and the size of the fish,q4_b,0,,,0,2,1,0,2,0,0
R_2UabC33P8MvfyPu_q4_a,no it shouldnt,q4_a,0,,,0,2,1,0,2,0,0
R_2UabC33P8MvfyPu_q3_b,they should accept or reject them based on their condition,q3_b,0,,,0,2,1,0,2,0,0
R_2UabC33P8MvfyPu_q3_a,I don't think he should,q3_a,1,,,1,2,1,0,2,0,1
R_2UabC33P8MvfyPu_q2_b,by examining if they know the correct answer and if they hesitate or not while doing so,q2_b,0,,,0,2,1,0,2,0,0
R_2UabC33P8MvfyPu_q2_a,"no, because you need to test thoroughly.",q2_a,0,,,0,2,1,0,2,0,0
R_2U2XCEfnOiu9RLR_q4_b,"Find the means of the fish of Mark and Dan.  / Null hypothesis: difference is 0 / Alternative hypothesis: difference is not 0.  / find the standard deviation to calculate the standard error and use the null model to find the P-value.  / With a confidence level of 95%, if the P-value is bigger than 0.05, you fail to reject the null hypothesis.",q4_b,2,2,,,2,1,0,2,0,2
R_2U2XCEfnOiu9RLR_q4_a,"Yes, in this case you want to have a statistical analysis to determine if the fish were significantly different in their average length, in this case a two sample t-test.",q4_a,2,2,,,2,1,0,2,0,2
R_2U2XCEfnOiu9RLR_q3_b,"Null hypothesis = P (screen is not good) is smaller or equal to 5% / Alternative hypothesis =  P (screen is not good) is bigger than 5% / So, if there are more than 5% out of 150 screens identified as not fulfilling the demands, then the null hypothesis should be rejected and the orders should be rejected.",q3_b,0,0,,,2,1,0,2,0,0
R_2U2XCEfnOiu9RLR_q3_a,"One can use chance statistics in this scenario. However, there is no need to perform a complicated statistical inference on this question.",q3_a,0,0,,,2,1,0,2,0,0
R_2U2XCEfnOiu9RLR_q2_b,"First of all, you need a reference point. If Carla really has a good ear for music, then she must identify all the sounds correctly. The chance someone guesses correctly is 1/7, so 14.30%.  / If you set the standard at 100%, see if Carla identifies all the sounds correctly. If not, then she does not have a good ear.  /",q2_b,1,1,,,2,1,0,2,0,1
R_2U2XCEfnOiu9RLR_q2_a,"Yes, one can use chance calculations or a t-test. However, in order to do that you need a reference as to what is considered a good ear for music. Therefore, this should be identified first. For a t-test you need other outcomes too. So, in order to find out whether Carla has a good ear, first find a reference point and more data. Only then one can do statistical inference.  /",q2_a,1,1,,,2,1,0,2,0,1
R_2tfdcoXKavvGpsx_q4_b,not sure.,q4_b,0,,0,,2,1,0,2,0,0
R_2tfdcoXKavvGpsx_q3_b,not sure,q3_b,0,,0,,2,1,0,2,0,0
R_2tfdcoXKavvGpsx_q3_a,not sure,q3_a,0,,0,,2,1,0,2,0,0
R_2tfdcoXKavvGpsx_q2_b,I did not chose to use the method of note identification.,q2_b,0,,0,,2,1,0,2,0,0
R_2tcdwwIicmWUI1R_q4_b,I would plot the averages of Mark and Dan on a bar graph and then proceed to compare.,q4_b,,,0,1,2,2,1,1,1,1
R_2tcdwwIicmWUI1R_q4_a,Yes use statistical analysis. You can compare averages of fish caught by Mark or Dan.,q4_a,,,2,1,2,2,1,1,1,2
R_2tcdwwIicmWUI1R_q3_b,Conduct random samples from the population of screens to determine the cracked rate and then accept or reject based on the results (less than 5% accept).,q3_b,,,0,2,2,2,1,1,1,2
R_2tcdwwIicmWUI1R_q3_a,Yes use statistical analysis. You can use statistical analysis to conduct random samples of screens to determine if the entire order (population) should be accepted or rejected.,q3_a,,,0,0,2,1,0,2,0,0
R_2tcdwwIicmWUI1R_q2_b,Conduct an experiment in which Carla is placed in an experimental group and some other students are placed in a control group. Play the notes and measure the amount of times Carla picks the right note and compare this to the number of times the control subjects picked the right note. This comparison could be done by constructing bar graphs with yes or no for whether or not Carla picked the right note.,q2_b,,,1,1,2,1,0,2,0,1
R_2tcdwwIicmWUI1R_q2_a,Yes use statistical inference because it can be used to compare Carla's scores on the music test to other control subjects to determine whether or not Carla is actually picking the right notes or just guessing.,q2_a,,,2,2,2,1,0,2,0,2
R_2sYMA0TQrEPXacr_q4_b,By measuring the fish he caught,q4_b,0,,,0,2,1,0,2,0,0
R_2sYMA0TQrEPXacr_q4_a,This can be used because you are comparing them,q4_a,1,,,1,2,1,0,2,0,1
R_2sYMA0TQrEPXacr_q3_a,No i dont think statistical inference should be used for the company to reject or accept the bulk order because it is not accurate enough,q3_a,1,,,1,2,1,0,2,0,1
R_2sYMA0TQrEPXacr_q2_b,I would play the specific note to elicit a response from Carla,q2_b,0,,,0,2,1,0,2,0,0
R_2sYMA0TQrEPXacr_q2_a,"By seeing if Carla has a good ear for music, you can use the statistical inference of deduction of the other notes. Then you would be able to see if she has a good ear.",q2_a,1,,,1,2,1,0,2,0,1
R_2S192msgSvhrBMq_q4_b,Take into consideration the amount of fish each brother catches. Rank longer fish heavier than others and then find the percentage of fish each brother caught.,q4_b,0,,,0,2,1,0,2,0,0
R_2S192msgSvhrBMq_q4_a,"Yes, the amount of fish and relative size of the fish can be a rough determination of which brother is a better fisherman.",q4_a,2,,,2,2,1,0,2,0,2
R_2S192msgSvhrBMq_q3_b,"If more than 5% of the screens are bad, the company should return the order for a refund. If less than 5% is bad then the company should accept the losses and keep the order.",q3_b,2,,,2,2,1,0,2,0,2
R_2S192msgSvhrBMq_q3_a,"No, with such a big bulk order on the line, the company will want to be absolutely sure of the percentage of bad display screens before returning the order.",q3_a,2,,,2,2,1,0,2,0,2
R_2S192msgSvhrBMq_q2_b,"Test multiple students on how they identity the music notes, collect the data and compare all the calculations to each other. The student with the highest percentage of notes guessed right has an ear for music.",q2_b,1,,,1,2,1,0,2,0,1
R_2S192msgSvhrBMq_q2_a,"No, statistical inference is not enough to prove Carla has a good ear for music, it must be able to be proven in a calculation.",q2_a,0,,,0,2,1,0,2,0,0
R_2rjddi6BXyK2j31_q4_b,I would do the exact same thing that was described in the the intro except I would have the observation last at least a year.,q4_b,0,,,0,2,1,0,2,0,0
R_2rjddi6BXyK2j31_q4_a,"No, because fishing for two weeks shouldn't determine who the better fisherman is after only fishing for two weeks.",q4_a,0,,,0,2,1,0,2,0,0
R_2rjddi6BXyK2j31_q3_b,The engineer would count up all of the bad screens in the order of 150 screens. He would then divide that number by 150. If he comes up with a number greater than .05 he should reject the order. If the number is at or below .05 he should accept the order.,q3_b,2,,,2,2,1,0,2,0,2
R_2rjddi6BXyK2j31_q3_a,"Yes, it should. The company needs to know a certain percentage of bad screens that they received to determine whether or not they should accept or reject the order.",q3_a,0,,,1,2,2,1,1,1,1
R_2rjddi6BXyK2j31_q2_b,"You would set some arbitrary percentage number that if the students gets ""this"" amount right then they have a good ear for music. The teacher would then play notes on the piano and the student would then tell us what he thought they were. If he/she finishes above this number that we set before the study then the student would then be considered to have a good ear for music.",q2_b,1,,,1,2,1,0,2,0,1
R_2rjddi6BXyK2j31_q2_a,"Yes, it should. Because having a ""good ear for music"" involves actually knowing what you're talking about. If you get answers wrong that would mean you don't have a good ear for music. /",q2_a,1,,,1,2,1,0,2,0,1
R_2R9tiBLQxjpbqRP_q4_b,"I would measure the length and weight of each fish, add it us and divide by the number of fish they each caught.",q4_b,1,1,,,2,1,0,2,0,1
R_2R9tiBLQxjpbqRP_q4_a,No I think they should just measure each fish they catch and averge them out to determine which man is a better fisherman.,q4_a,1,1,,,2,1,0,2,0,1
R_2R9tiBLQxjpbqRP_q3_b,"I would set a percent and if there are an equal percent of the screens broken to the percent I decided on, I would send the screens back.",q3_b,1,0,,,2,2,1,1,1,0
R_2R9tiBLQxjpbqRP_q3_a,Yes I would use statistical inference because it would be a random sampling and it would take too much time to test all the screens.,q3_a,0,0,,,2,1,0,2,0,0
R_2R9tiBLQxjpbqRP_q2_b,I would use random sampling and make sure the test is reliable and each time the test is performed the exact same way.,q2_b,0,0,,,2,1,0,2,0,0
R_2R9tiBLQxjpbqRP_q2_a,Yes statistical inference is good to use to see if the results from her music test are consistent.,q2_a,1,2,,,2,2,1,1,1,1
R_2QXQsXNdNQiEiin_q4_b,"You would make a mean of the sizes of all the fish they both catch as well as how many fish they both catch overall. Whoever catches the most fish, and most big fish is the better Walleye fisherman.",q4_b,1,1,,,2,1,0,2,0,1
R_2QXQsXNdNQiEiin_q4_a,"No, because they are in different locations with different fish so unless they catch every single fish in the water, they can't make a valid interpretation.",q4_a,0,0,,,2,1,0,2,0,0
R_2QXQsXNdNQiEiin_q3_b,"You would have to test each display screen and make an analysis of the bad ones. You would have to make a percentage of the ones that don't work and if it is more than 5%, then reject it.",q3_b,2,2,,,2,1,0,2,0,2
R_2QXQsXNdNQiEiin_q3_a,"Yes. If more than 5% of the bulk is bad, they can determine statistically that the batch is bad and they need to reject it.",q3_a,0,0,,,2,1,0,2,0,0
R_2QXQsXNdNQiEiin_q2_b,"You would have to give Carla a test of hearing every note at random and having her say or write down which note she thinks she hears at the certain trial.At the end, their would be a result of each one she got right as a percentage. If she has a good ear for music she would get minimal wrong.",q2_b,1,1,,,2,1,0,2,0,1
R_2QXQsXNdNQiEiin_q2_a,"Yes, because she hears each one at random and determines which note each is. You could make statistics of how many she got right versus wrong.",q2_a,2,2,,,2,1,0,2,0,2
R_2f2rR7H99hF4lti_q4_b,Whoever caught more fish in that trip could be considered the better fisherman.,q4_b,0,0,,,2,1,0,2,0,0
R_2f2rR7H99hF4lti_q4_a,Not it should not ne used to determine who is better.  The statistical inference wouldnt show their skills nut how well they performed that day.  Or how lucky they were that day.,q4_a,0,0,,,2,1,0,2,0,0
R_2f2rR7H99hF4lti_q3_b,If the data shows that more then five percent the order is bad then the order can be rejected.  IF the data should that less then five percent is bad then the order can be accepted.,q3_b,2,2,,,2,1,0,2,0,2
R_2f2rR7H99hF4lti_q3_a,Yes it should be used to determine if it can be accepted or rejected.  It would give you a perctange of what amount of the order could be bad.  Giving you an idea if youshould accept or reject the order.,q3_a,0,0,,,2,1,0,2,0,0
R_2f2rR7H99hF4lti_q2_b,If the student does well on the task.  Getting the majority of the notes correct then she posibly has a good ear for music.  If she gets the majority wrong then she possibly has a bad ear for music.,q2_b,1,1,,,2,1,0,2,0,1
R_2f2rR7H99hF4lti_q2_a,No.  Statictical inference would not show you if Carla has a good ear for music.  If she was bad at the task it could be for a different reason then because she has a bad ear for music.,q2_a,0,0,,,2,1,0,2,0,0
R_2EzoASQsX71VUFY_q4_b,I would take the average and then the medians of each of Mark and Dan's data sets and compare them.,q4_b,1,,,1,2,1,0,2,0,1
R_2EzoASQsX71VUFY_q4_a,"Yes, it should be used to compare Mark and Dan in terms of how big the fish they caught were.",q4_a,1,,,1,2,1,0,2,0,1
R_2EzoASQsX71VUFY_q3_b,"You should use some sort of P-value test.  By figuring out the P-value, you can fail or fail to reject the null hypothesis which will give you your answer.",q3_b,0,,,0,2,1,0,2,0,0
R_2EzoASQsX71VUFY_q3_a,You should use statistical inference to get a clear estimate as to whether the company should accept or reject and why.,q3_a,0,,,0,2,1,0,2,0,0
R_2EzoASQsX71VUFY_q2_b,"You could take the average of how many she got right by doing # she got right/total number of notes given.  Then, if you want to figure out the probability of her getting 3 right in a row, you would take this percentage (for example, .75) and multiply .75 x .75 x .75 to get the probability of that.",q2_b,1,,,1,2,1,0,2,0,1
R_2EzoASQsX71VUFY_q2_a,"You could use statistical inference by calculating what percent she got right, and use that to calculate the probability of her getting it right, probability of getting multiple right in a row, etc.",q2_a,2,,,2,2,1,0,2,0,2
R_2EntAy0X9hBg5vA_q4_b,The brother that has the bigger fish will be the better fisherman.  The more knowledge you have about fishing the better fisherman you will be.,q4_b,,,0,0,2,1,0,2,0,0
R_2EntAy0X9hBg5vA_q4_a,"I don't think that statistical inference should be used to determine who is the better fisherman.  As stated in the problem, it is about how much knowledge they know about the surroundings.  Using data cannot tell who has the most knowledge about walleye fishing.",q4_a,,,0,0,2,1,0,2,0,0
R_2EntAy0X9hBg5vA_q3_b,I believe that they can use the data that the trained engineer collected by seeing the past data to debate on weather they should keep that batch of display screens.  Seeing the past data will allow the company to see if the new batch is good.,q3_b,,,0,0,2,1,0,2,0,0
R_2EntAy0X9hBg5vA_q3_a,"Yes, because one can figure out how many times they have sent bad screens.  They can do this by calculating all of the bad screens compared to the good screens.  This is a statistical point that can be used to determine whether or not they should keep set or not.",q3_a,,,1,1,2,1,0,2,0,1
R_2EntAy0X9hBg5vA_q2_b,To decide wheather the student has a good ear for music is by playing a song or singing a song and hit a wrong not and they can point it out right away.  Having a good ear is a gift like I stated above.  The student will be albe to tell when a wrong note is hit or when a singer is under pitch.,q2_b,,,0,0,2,1,0,2,0,0
R_2EntAy0X9hBg5vA_q2_a,"No statistical inference should not be used to determine if she has a ""good ear for music.""  One is given this amazing gift.  It is not a mathmatical or statistical inference.  Having perfect pitch is a gift that one is born with.",q2_a,,,0,0,2,1,0,2,0,0
R_2EgvC4kxcsIWMvh_q4_b,You would have Mark and Dan start fishing at the same time with the same fishing gear and then count who catches more fish,q4_b,,,0,0,2,1,0,2,0,0
R_2EgvC4kxcsIWMvh_q4_a,I think you could use statistical inference for this situation and it would be effective.,q4_a,,,1,1,2,1,0,2,0,1
R_2EgvC4kxcsIWMvh_q3_b,Calculate how many display screens would be bad by seeing if there are more than 5 percent then if there is more than 5 percent you would send back the display screens,q3_b,,,2,2,2,1,0,2,0,2
R_2EgvC4kxcsIWMvh_q3_a,I think that it should be used because it would be fairly accurate in this situation.,q3_a,,,0,0,2,1,0,2,0,0
R_2EgvC4kxcsIWMvh_q2_b,You would have the student listen to a pitch and ask them to identify it and then if they get 5 or more right they would have a good ear. You would have to repeat this test several times to know that it was accurate.,q2_b,,,1,1,2,1,0,2,0,1
R_2EgvC4kxcsIWMvh_q2_a,If Carla can identify more than half of the notes accurately when played at random she would have a good ear for music. I think statistical inference should be used because using data like that would work every time.,q2_a,,,2,2,2,1,0,2,0,2
R_2dRse2hUoTPJu6E_q4_b,"Determine the average of the length of the fish caught for each brother and then determine standard deviation. Create a graph, compare results. The brother with the largest percentage is the winner.",q4_b,,,1,1,2,1,0,2,0,1
R_2dRse2hUoTPJu6E_q4_a,"No, each brother has the same equipment and are free to move around the area but the experiment cannot be properly controlled.",q4_a,,,0,0,2,1,0,2,0,0
R_2dRse2hUoTPJu6E_q3_b," /  /  / Find the value of the test statistic (mean score, proportion, t-score, z-score, etc.) described in the analysis plan. Interpret results. Apply the decision rule described in the analysis plan. If the value of the test statistic is unlikely, based on the null hypothesis, reject the null hypothesis.",q3_b,,,0,0,2,1,0,2,0,0
R_2dRse2hUoTPJu6E_q3_a,"Yes,",q3_a,,,0,0,2,1,0,2,0,0
R_2dRse2hUoTPJu6E_q2_b,Carla would have to be compared to another student as a control and her answers would need to be taken and calculated to determine the percentage right and wrong. The results would then be compared to Carla.,q2_b,,,0,1,2,2,1,1,1,0
R_2dRse2hUoTPJu6E_q2_a,"No, the sample size would be too small.",q2_a,,,0,0,2,1,0,2,0,0
R_2dikhAoOXRNi1eX_q4_b,"I would make sure they Mark and Dan both have the same chance of catching a Walleye, and I would see where both of them decided to try to catch the fish and see if the location was a factor. I would measure the fish they caught and also weigh them and see whose average was larger based on the sizes of the fish they catch.",q4_b,1,,,1,2,1,0,2,0,1
R_2dikhAoOXRNi1eX_q4_a,"Yes statistical inference would be helpful to Mark and Dan to fairly determine who won. The numbers should be properly measured and recorded, the average of the lengths should also be recorded and the larger average will win.",q4_a,2,,,2,2,1,0,2,0,2
R_2dikhAoOXRNi1eX_q3_b,The engineer would have to individually test each of the display screens as well as make sure it is correctly assembled and has all of the parts. I would suggest that he make a spreadsheet and statistically keep track of the numbers coming in as well as the percentage of the bulk order that does not work correctly so that they can determine whether or not to send the order back.,q3_b,1,,,0,2,2,1,1,1,1
R_2dikhAoOXRNi1eX_q3_a,"I think statistical inference would be helpful to determine if the company should accept or reject the order in bulk because it will allow the company to keep track of their shipments. It would be inconvenient to not have all the information needed, as well as all the numbers correctly written out.",q3_a,0,,,0,2,1,0,2,0,0
R_2dikhAoOXRNi1eX_q2_b,If the student correctly answers the question of which note is played then they do have a good ear for music. I would say to test the method 3 or 4 times to be sure they student knows what the notes are and to be sure they are not just guessing.,q2_b,1,,,1,2,1,0,2,0,1
R_2dikhAoOXRNi1eX_q2_a,"I don't think statistical inference would be helpful in determining whether or not Carla has a ""good ear for music"" because it is simply a matter of whether or not she has a background of music or has taken music classes before where she is taught the notes.",q2_a,0,,,0,2,1,0,2,0,0
R_2CQ7gL9ERowjFrH_q4_b,"First you would need to compile all of the fish lengths into one standardized graph. After this, determine how many standard deviations each brothers average was away fro the mean. Once done, the brother with the average that was furthest aways from the mean, on the high side, could be considered the better fisherman.",q4_b,1,,,1,2,1,0,2,0,1
R_2CQ7gL9ERowjFrH_q4_a,"You could use statical inference in this situation, but it is not necessary.",q4_a,0,,,0,2,1,0,2,0,0
R_2CQ7gL9ERowjFrH_q3_b,"I would use statistical analysis to determine the percentage of broken display screens in each shipment. If the percent was 5% or less, I would keep them. If higher than 5% they should be rejected.",q3_b,0,,,2,2,2,1,1,1,0
R_2CQ7gL9ERowjFrH_q3_a,yes. The engineer has compiled data that will give the company a valid estimate of how many screens will be damaged. If this number is too high the company may decide to reject the order.,q3_a,1,,,1,2,1,0,2,0,1
R_2CQ7gL9ERowjFrH_q2_b,I would give the student multiple notes that they would then have to guess. I would keep track of correct and wrong guesses and compare after many trials to compile a percentage of the notes guessed correctly.,q2_b,1,,,1,2,1,0,2,0,1
R_2CQ7gL9ERowjFrH_q2_a,"You could use statistical analysis to see to percentage of notes she guessed correctly. However, there is no standard as to what qualifies someone to have a ""good ear for music"" so statistical inference may be a waste of time.",q2_a,2,,,0,2,2,1,1,1,2
R_2CfQNQhFWL8a8Y9_q4_b,"Mark and Dan would need to count the number of Walleye fish that they caught, and record the size of each one, calculating the mean and standard deviation of each of their fishes weights and sizes. Then at the end compare their means and standard deviations of the sizes and weights. Also paying attention to the largest and smallest fish that they caught.",q4_b,1,1,,,2,1,0,2,0,1
R_2CfQNQhFWL8a8Y9_q4_a,"Statistical inference should not be used to determine whether Mark or Dan is a better Walleye fisherman because there is probably a confounding factor, such as location or different equipment.",q4_a,0,0,,,2,1,0,2,0,0
R_2CfQNQhFWL8a8Y9_q3_b,"The trained engineer would need to test a certain percentage of the screens. He would need to randomly pick display screens like say 20% (30 out of the 150). If the number of randomly picked screens exceeds 5% of the 30 screens, then the company should decide to send the screens back.",q3_b,0,0,,,2,1,0,2,0,0
